"LLR-ID","SR-Refs","Title","Module","CodeSymbol","Detail","TestRefs","Status"
"LLR-040","SR-040","Restore exit-code taxonomy","Reconstruct.ps1;bash/reconstruct.sh","Find-DataFileByHash;Exit-Reconstruct;die_code","Find-DataFileByHash returns [pscustomobject]@{Path;Cause;Detail} with Cause in Found|ContentMissing|DependencyMissing|StorageUnreadable|CandidateError (search folders are probed for existence/readability, an archive candidate met without a usable 7-Zip yields DependencyMissing, a caught extraction error yields CandidateError); the restore loop records {RelativePath;Cause;Detail} per unrestored row and the summary classifies them into the content class (exit 1) and the host class (exit 4). Exit-Reconstruct centralizes logging plus, under -ExitCode (passed by RECONSTRUCT.cmd), 'exit <code>'; otherwise it throws, preserving the existing message wording so in-process callers and the harness keep working. A script-level trap routes any terminating error the script did NOT classify to the precondition class (exit 2 under -ExitCode, rethrow otherwise) so an unexpected failure can never be reported as data loss (1); the target-folder and log creation route their own failures through the same class, matching reconstruct.sh's 'mkdir -p || die' (2) for a file occupying the target path. reconstruct.sh keeps die()=2 and gains die_code() for 3 and the 1-vs-4 split at the end of main(); its usage text and header comment carry the table (SR-040). AMENDED 2026-08-24 (kit-bump rev6, SR-040/SR-056): the locator's return set is reduced to Found|DependencyMissing|StorageUnreadable|ContentMissing - CandidateError is never returned by Find-DataFileByHash/find_by_hash, because it would be dead code once ContentMissing is the fallback; a candidate that fails to expand is data damage (folded into the ContentMissing detail, ' ; N candidate(s) could not be expanded: <first>'), while a candidate that cannot be read at all is the host condition StorageUnreadable. The restore LOOP's own CandidateError (the row's own file failed to expand/copy) is unchanged and stays host-class. A candidate that cannot be read records exactly one cause, never CandidateError plus DependencyMissing (the no-7z double record, fixed at the same site). bash/reconstruct.sh currently has no read-error arm distinguishing StorageUnreadable from a failed expand - left as a known asymmetry pending the Windows-host implementation. Amended 2026-08-24 (review): Test-SevenZipUsable / sevenzip_usable self-test gates the damage classification of expand failures; WriteMismatch added to the host-cause set. Amended 2026-08-25 (Terra review): bash gained the candidate read-error arm (hash_file failure => StorageUnreadable, single record - PS parity), and BOTH restorers surface an unlistable snapshot tree as StorageUnreadable/exit 4 instead of silently shrinking the recovery pool.","TC-070;TC-071;TC-072;TC-141","Verified"
"LLR-041","SR-041","Move-loop failure aggregation","FileBackup.Engine","Move-RemovedFilesToStaging;Save-SupersededData;Invoke-BackupSet","Both move loops take [ref]$OverallSuccess (as Invoke-BackupFileGroup already does), wrap the Move-Item plus its destination-directory creation in try/catch, and on failure log 'Failed to <evict|preserve> ...: <message>' at ERROR, add the entry to a local failure list, set OverallSuccess to false and continue; each returns/logs a summary count so a partially staged snapshot is explicit. Invoke-BackupSet passes the ref and proceeds to Complete-ChangeFolder so staging is never orphaned (SR-017) (SR-041).","TC-073","Verified"
"LLR-042","SR-042","Validating configuration loader","FileBackup.Engine;FileBackup.ps1;container/FileBackup.schema.json","Import-BackupConfiguration;Test-BackupConfigurationShape;Assert-NoUnknownConfigKey;Resolve-BackupSetDefaults;Test-ConfigValueJsonType;Test-IsJsonNumber;Get-ConfigValueJsonTypeName","Import-BackupConfiguration (exported from Engine, not Common — config loading is backup-only and Common must stay restore-safe) dispatches on the file extension, replacing FileBackup.ps1:100-125. The JSON branch parses with ConvertFrom-Json, requires an integer ConfigVersion within [1,$script:ConfigSchemaVersion], runs Assert-NoUnknownConfigKey over the top level, Tools, Secrets and each set (rejecting Secrets.Credential explicitly), then Test-BackupConfigurationShape; the CLIXML branch runs Test-BackupConfigurationShape only, preserving today's message wording so existing expectations hold. Type checks read the parsed JSON node's actual type — a quoted ""false"" is rejected rather than passed to [bool], which would coerce it true. Resolve-BackupSetDefaults materializes SourceStatePath=SourcePath and AllowEmptySource=$false and upper-cases HashRecalcFreq, so the engine's [bool] and ToUpperInvariant casts become belt-and-braces. Errors are terminating, single, first-in-document-order, and name the JSON path. container/FileBackup.schema.json is the published draft-07 mirror (additionalProperties:false) used for documentation and TC-077, not at runtime — keeping it out of the image and off the Dockerfile COPY list (SR-042). Test-BackupConfigurationShape -StrictTypes type-checks every schema-defined value through Test-ConfigValueJsonType (string/boolean/integer/object/array; 'integer' accepts any integral-valued JSON number, culture-safely and without [math]::Floor, whose BigInteger overload is ambiguous for a number beyond Int64), and names the offending set by its real array index rather than a literal [?]. ConfigVersion is range-checked before the [int] cast, so an out-of-range version is refused as unsupported rather than by fractional-representation luck. AMENDED 2026-09-01 (WP17, SR-081): the optional per-set key CompressProbe (off|excluded-extensions|always, default always) is placed across the NINE surfaces the plan enumerates, because the drafted three were not enough. (1) The closed key set in Assert-NoUnknownConfigKey (JSON only) gains the name. (2) The VALUE check sits in Test-BackupConfigurationShape beside the BrowseView block and uses -cnotin, so the vocabulary is EXACT-LOWERCASE and a mixed-case 'Always' is refused; that function runs for JSON and CLIXML alike and is therefore the only place a CLIXML 'maybe' is caught. (3) Resolve-BackupSetDefaults materializes the default always and must list the key in its FIXED field list, without which a validated key is silently dropped before the engine ever sees it. (4) container/FileBackup.schema.json gains the matching enum, whose equality with the validator is what TC-077's schema-versus-validator parity asserts. (5) container/FileBackup.example.json carries the key. (6) tests/Common/ConfigFixtures.ps1 gains TC-227's accept/reject fixtures. (7) FileBackup.ps1's help and example config, (8) the README field table and (9) IF-001's closed-schema sentence name it too. ConfigVersion stays 2: an optional key with a default is additive (SR-063 ratifies the policy). tests/Common/ConfigFixtures.ps1 is the single fixture corpus consumed by TC-074, TC-075 and TC-077, so the published schema (whose BackupSets anyOf and ConfigVersion const now match the validator) cannot drift from it; TC-077 calls Test-Json with -Json/-Schema strings because the -Path/-SchemaFile forms need pwsh 7.4, above this repo's PowerShell 7+ floor.","TC-074;TC-075;TC-076;TC-077;TC-227","Verified"
"LLR-043","SR-043","Entry-point status codes","FileBackup.ps1;container/entrypoint.sh","FileBackup.ps1;entrypoint.sh","FileBackup.ps1 gains [switch]$ExitCode and wraps the Import-BackupConfiguration call: on failure it writes the message to stderr and, when the switch is set, to the global log path before 'exit 2'; without the switch it rethrows so & $entry keeps throwing for tests/Unit/Engine.Tests.ps1 and the harness. The trailing 'if (-not $overallSuccess) { exit 1 }' is unchanged, so Coverage.Tests' exit-1 expectation (TC-034) holds in both modes. container/entrypoint.sh adds -ExitCode to the exec argument list ahead of ""$@"". The code meanings match WP1's restore table (0 complete / 1 incomplete / 2 usage-precondition) so one vocabulary covers both halves of IF-001 (SR-043). Exit-ConfigFailure also covers the missing/unreadable config file: the Test-Path existence check routes through it instead of a bare throw, so a missing file exits 2 under -ExitCode. Logger creation is deferred until AFTER Import-BackupConfiguration succeeds (New-Logger truncates via New-Item -Force, so building it earlier destroyed the previous run's log on a config typo); config-time messages such as the multi-set WARN are buffered and flushed once the log exists, and Exit-ConfigFailure writes to stderr plus an APPEND to the global log only when that file already exists, creating nothing.","TC-078","Verified"
"LLR-044","SR-044","Container distribution roundtrip + incremental snapshot smoke","scripts/Invoke-Container.ps1;.github/workflows/tests.yml","Invoke-ContainerSmokeTest;Invoke-Container.ps1 -Action Load","Adds an Action=Load verb (docker load wrapper, mirrors Export) to Invoke-Container.ps1; CI's container job chains BuildAndTest -> Export/Load roundtrip -> Publish/Pull roundtrip against a throwaway registry:2 service, re-running -Action Test after each reload. Invoke-ContainerSmokeTest gains the RECONSTRUCT.paths.json artifact check and a second incremental run (source mutated between two docker run invocations) that asserts a Snapshot_<date> folder appears, then restores both the latest state and the snapshot alone in separate restore containers, byte-comparing each against the correct source generation.","TC-079;TC-080","Implemented"
"LLR-045","SR-045","Prune plan and re-homed copy","FileBackup.Engine","Remove-BackupSnapshot;Get-SnapshotPrunePlan;Copy-ReHomedDataFile;Publish-PruneManifest","Get-SnapshotPrunePlan builds the pool index through Get-BackupContentIndex, derives the demand set (every row outside the target with a blank DataPath, or a non-blank DataPath whose file is absent -- Test-BackupManifest can blank root DataPaths in a damaged store), and emits one plan item {Key, SourceFullPath, SourceDataPath, SourceRow, DestinationFolder, DestinationDataPath, DestinationRow, Compressed, StoredAsHashSize, Bytes} per endangered key. Destination election mirrors Optimize-ChangeFolders: the backup root when it demands the key, else the newest demanding snapshot by FolderOrder. The destination name IS the source row's DataPath: under content addressing a data file's name derives from its content and stored form, so a re-homed object's destination name is always identical to its source name (the S3 collapse, measured at WP9 step 8 and taken 2026-08-26 when legacy path-addressed support was withdrawn; the 30-line Get-ReHomedDataPathName synthesizer and its legacy arm are deleted). A name that would classify as root-level infrastructure at the destination, or that would overwrite a DIFFERENT file already there, is recorded as a Code=2 problem instead of an item; an identical file already there is treated as an interrupted prune's completed copy (resume). Copy-ReHomedDataFile copies with -LiteralPath to '<destination>.fbprune.tmp', verifies stored-form identity (length plus Get-FileXxHash equal to the source) and, unless -SkipContentVerify, content identity against the row's xxH2Hash/Length -- expanding a '.7z' to a temp file first, exactly Find-DataFileByHash's check -- then publishes with Move-Item -Force. Publish-PruneManifest mutates only DataPath/Compressed/StoredAsHashSize on the destination row held in the plan's Manifests table and persists through Write-Manifest, never Export-Csv and never a direct Write-ManifestWitness call, so the SR-038 witness is re-stamped by its one writer and MANIFEST.csv.meta is never copied between folders.","TC-081;TC-082;TC-085;TC-086;TC-090","Verified"
"LLR-046","SR-046;SR-035;SR-039","Prune rails, pool proof and commit point","FileBackup.Engine","Remove-BackupSnapshot;Assert-PrunePrecondition;Test-PoolResolves;Complete-PruneDeletion;Invoke-PruneEntrySweep;Remove-CommittedPruneResidue;Get-PruneCapacityRefusal","Assert-PrunePrecondition RETURNS the full set of {Code,Kind,Message} refusals rather than throwing on the first (a documented deviation from the work order's 'throw' wording: Remove-BackupSnapshot applies the 2 > 3 > 4 > 1 precedence over the whole set, and -WhatIf can report every refusal at once). It checks: the target is an existing ^Snapshot_ folder that is a direct child of the resolved change root and carries no wildcard (2); the SR-035 run-state gate via Read-BackupState -- a malformed state file, or a populated backup manifest with no LastBackupRun (2); no Temp staging folder in the change root (2, SR-017 mutual exclusion); the plan's own Code=2 problems (unknown target, infrastructure name, destination collision); unreferenced data files in the target, from Get-DataFile against the target's own manifest, unless -DiscardUnreferencedData (2); Test-PoolResolves over the WHOLE pool, so an already-broken pool or a pre-existing form disagreement refuses rather than being pruned into (2); free space on each destination volume for the planned bytes via Get-PruneCapacityRefusal, which groups items by Get-VolumeIdentity and probes Get-FreeSpaceBytes (Common, SR-052) and SKIPS an unmeasurable volume rather than refusing (2) -- WP4 grouped by Split-Path -Qualifier inside a Group-Object key, which cannot parse a UNC or rooted POSIX path and left the rail non-existent on a UNC store; 7-Zip present when the plan carries a compressed row and content verification is on (2); and Test-ManifestWitness on EVERY pool manifest -- Mismatch/Malformed (3), Absent (3) unless -AllowUnverifiedIndex. Test-PoolResolves rebuilds the index over the pool minus an excluded folder and reports every row that would not resolve, plus form disagreement: Compressed='Yes' with a located file that is not '.7z', or Compressed='No' with a '.7z' located file whose row's RelativePath is not itself '.7z' (which would be a legitimately stored already-compressed source file). Complete-PruneDeletion renames the folder to 'Pruning_<name>' -- the commit point, since that name fails $Def.ChangeFolderRegex and both restorers' ^Snapshot_ patterns -- then Remove-Item -Recurse -Force. Residue handling is split in two (WP4 review, H1/H2/M1). Remove-CommittedPruneResidue runs BEFORE the named snapshot is planned, deletes only 'Pruning_<that same name>' (past the commit point, invisible to every consumer, and it holds the name the plan needs), and is wrapped so a host failure is a code-4 record instead of an unclassified throw; it is skipped entirely under -WhatIf. Invoke-PruneEntrySweep now runs INSIDE the transaction, after the rails pass and the Temp lock is held, so refusals mutate nothing and its failures land in the code-4 catch; it scans only pool folders (backup root + Snapshot_*) and deletes a '*.fbprune.tmp' only when that folder's OWN manifest does not reference it -- a staged copy is unreferenced by construction, whereas a Mirror-mode user file called 'notes.fbprune.tmp' has a row naming it and is content. The Temp lock is created with New-Item and NO -Force (creation is the atomic test, closing the TOCTOU window between the staging-busy rail and the lock; an already-existing folder becomes the staging-busy refusal, code 2, and the finally block then never deletes a lock this invocation did not create) with its PRUNE.inprogress marker written inside the try.","TC-083;TC-084;TC-085","Verified"
"LLR-047","SR-047;SR-026;SR-045","Shared content index and snapshot inventory","FileBackup.Engine","Get-BackupContentIndex;Get-BackupSnapshot;Get-SnapshotDate;Get-PoolSnapshotFolder;Optimize-ChangeFolders","Get-BackupContentIndex is the literal lift of Optimize-ChangeFolders' inline map: '<xxH2Hash>|<Length>' -> location records {LocationType, Folder, DataPath, FullPath, IsBackup, FolderOrder}, backup root at FolderOrder -1 then the given snapshot folders 1..n in the order supplied (name order, oldest first), skipping blank DataPaths, blank hashes and rows whose file is not on disk -- the index describes bytes that EXIST, so a blank row is demand and never supply. It also returns one Folders record per indexed folder {Folder, Name, Order, Manifest, IsBackup} so a caller reads each manifest once. Optimize-ChangeFolders now consumes it and derives its change-manifest list from the same pass, with no behavior change (TC-089 pins the post-conditions and was run green before the lift). Get-PoolSnapshotFolder filters the change root by the single $Def.ChangeFolderRegex every consumer uses, sorted by name; Get-SnapshotDate parses the point-in-time date out of the folder name, tolerating Complete-ChangeFolder's _NNN collision disambiguator. Get-BackupSnapshot joins the index with each snapshot's manifest and takes PhysicalBytes/BytesReclaimed/BytesReHomed straight from Get-SnapshotPrunePlan, so the reported reclaim is the achieved reclaim by construction. Locations are read out of the index with .ToArray(), not @(...): a List reached through a PSObject property throws 'Argument types do not match' on PS 7.5 (AGENTS.md 4).","TC-087;TC-089","Verified"
"LLR-048","SR-048;SR-043","Retention at the entry point and the container boundary","FileBackup.ps1;container/entrypoint.sh","FileBackup.ps1;entrypoint.sh","FileBackup.ps1 gains [ValidateSet('Backup','Prune','Snapshots')]$Action='Backup' and [string[]]$Snapshot. Prune and Snapshots resolve the single configured set through Import-BackupConfiguration + Resolve-BackupSetPaths and dispatch to Remove-BackupSnapshot (with -WhatIf passed through and -SevenZipPath from the resolved dependencies) or Get-BackupSnapshot piped to ConvertTo-Json; under -ExitCode the SR-040 code from the batch result becomes the process exit code, otherwise a non-zero outcome throws for in-process callers. The Backup path is untouched, so every existing invocation behaves exactly as before. container/entrypoint.sh reads FILEBACKUP_ACTION or shifts a leading positional word in {backup,prune,snapshots}; anything starting with '-' is left in ""$@"" and flows through unchanged (TC-060/TC-076 unaffected), FILEBACKUP_SNAPSHOT becomes -Snapshot and a truthy FILEBACKUP_DRY_RUN becomes -WhatIf. bash/reconstruct.sh is NOT modified and a source guard pins that it carries no removal path.","TC-088","Implemented"
"LLR-049","SR-049;SR-038;SR-040","Storage-form audit and repair","FileBackup.Engine","Test-BackupStorageForm;Get-StorageFormFinding;Repair-BackupStorageForm;Get-StoredFileForm","Get-StoredFileForm classifies one file as Archive or Raw from its first six bytes (7z magic 37 7A BC AF 27 1C) plus its extension, with no hashing. Test-BackupStorageForm walks the pool through WP4's Get-BackupContentIndex (LLR-047) - backup root at FolderOrder -1 then Snapshot_* in name order - and emits one finding record {Folder, RelativePath, DataPath, Class, Observed, Expected, Repairable} per disagreement; classes NameLies, FlagOverRaw, FlagOverArchive, DanglingDataPath, BlankRowFormDisagreement, Unreferenced. The already-compressed-SOURCE exemption is keyed on the PAYLOAD, not on the file name (WP5 re-review residual HIGH): when the observed form is Archive while the row says Compressed=No, the file's OWN bytes are hashed against the row's (xxH2Hash,Length) - a match is correct raw storage of archive-shaped content and yields NO finding, only a mismatch is a genuine FlagOverArchive - because an already-compressed source can be named anything (archive.7z.bak, a .pack file, an installer payload). A .7z RelativePath stays as the cheap fast path. AMENDED 2026-09-01 (WP17 Part A, NARROWED by the dual implementation review, R-1): that fast path is widened for the NON-Deep scan only and only for the shape Part A exists to fix, because Part A's list additions turn the shape the code's own comment calls 'rare' into 43% of the production library - after .z7 joins the list, every one of the 649 .z7 objects is a Compressed=No row over archive-magic bytes, so a non-Deep Verify would re-hash 880 GB on every pass. A Compressed=No archive-magic object is EXEMPT WITHOUT HASHING on the non-Deep scan when ALL THREE hold: the row's RelativePath extension is one the already-compressed list exempts (Test-ShouldCompress with -CompressEnabled true returns false - the Engine holds no copy of the list, it calls Common, I-4), its DataPath extension equals the row's RelativePath extension, and its on-disk length equals the row's Length. Be exact about what that proves: the non-Deep scan is the FORM audit and it never hashed any other raw object in the store, so the exemption withdraws the confirming hash from ONE class only - a list-exempt object stored raw under its own name at its own size, which is precisely correct raw storage of already-compressed content. It does NOT prove that object's payload: a same-length substitution under a listed name passes the non-Deep scan and is caught by -Deep, which is the payload audit and ALWAYS hashes. An archive-magic object under a name the list does NOT exempt keeps the confirming hash exactly as before WP17. This is the one WP17 edit inside a data-integrity audit and is covered by the plan's dual implementation review; TC-229 asserts the exemption is taken with a mocked Get-FileXxHash call count of zero on the non-Deep scan and greater than zero under -Deep, that an UNLISTED-extension archive-magic object at the row's own length IS hashed non-Deep and still raises FlagOverArchive when the hash disagrees, and that a listed-extension object whose payload was substituted at the same length is exempt non-Deep and caught under -Deep. The confirming hash runs only for that rare shape, so the default (non-Deep) scan stays a six-byte read per row. -Deep additionally verifies payload identity (raw: length+Get-FileXxHash vs the row; archive: the file's own bytes FIRST, since for an already-compressed source stored raw those bytes ARE the payload, and only otherwise expand to temp and hash) and requires 7-Zip. Repair-BackupStorageForm acts only on findings whose evidence is a file in the row's own folder, rewrites Compressed and renames the data file so name and form agree, never re-packs, never touches the six logical columns, and persists each folder with Write-Manifest (never Export-Csv, never a direct Write-ManifestWitness call). Findings are grouped by (Folder, DataPath) - not iterated per row - so the physical rename happens ONCE and every row referencing the old path adopts the observed form, including a row exempted from the flag rewrite by the payload-keyed already-compressed-source rule, whose bytes' identity is read BEFORE the rename moves them (it follows the file, keeping its own Compressed); repairing per row renamed the file for the first row and then saw Missing for the second, leaving it dangling. Blank-row findings are reported only. Enumeration uses Get-DataFile/Test-IsInfrastructureFile at each folder's own root (root-level only, B6/SN-018). Outcome mapped to the SR-040 table; no call site inside Invoke-BackupSet. The entry point resolves the set's roots with Resolve-BackupSetPaths -ReadOnly inside its try, so verification creates no directory, does not require SourcePath, and reports a missing backup root as code 2. DOCUMENTED CONSEQUENCE (WP17 Part C, dual review R-15): after a list or mode change the pool can legitimately hold BOTH forms of one (hash,length) - content archived as .7z before the change and re-added raw afterwards - so Optimize-ChangeFolders keeps one copy and blanks the other snapshot row, whose recorded Compressed can then disagree with the surviving object and yields a BlankRowFormDisagreement on the blanked snapshot row; the finding is EXPECTED and BENIGN on such a store (it is reported only, never repaired) and restore is unaffected, because both restorers decide the form from the file they locate.","TC-091;TC-093;TC-094;TC-102;TC-229","Verified"
"LLR-050","SR-050;SR-040;SR-029","Hash recovery reports the located file's form","Reconstruct.ps1;bash/reconstruct.sh","Find-DataFileByHash;find_by_hash","Find-DataFileByHash's Found result gains a Form field (Archive when the match was proven by expanding a .7z candidate at Reconstruct.ps1:225-238, Raw when proven by hashing the file itself at :243-249); find_by_hash's tuple becomes Found\037<form>\037<path>. The restore loop's hash-recovery branch (Reconstruct.ps1:522-533 / reconstruct.sh:550-575) records the form and the decompress decision at Reconstruct.ps1:548 / reconstruct.sh:583 consults it; the non-blank DataPath branch keeps using the row's Compressed. Every .7z candidate that does not yield the payload is re-tested as raw bytes (length + hash) before it is dropped - whether the expand FAILED (a .7z name over raw content) or SUCCEEDED with other content (a genuine .7z source file stored raw, whose own bytes are the row's content); a CandidateError is recorded afterwards only for the failed-expand case. No new tool, state or manifest column; kit-bundled files change, so both restorers carry # KitRevision: 3. AMENDED 2026-08-24 (kit-bump rev6, SR-040/SR-056): the no-7-Zip double-record nit is fixed at the same raw-bytes-test site - when the raw-bytes test throws, the read failure is recorded once as StorageUnreadable and the candidate loop continues; 7-Zip could not have helped read a file that cannot be read. Only a candidate whose raw bytes were read successfully and did not match still records DependencyMissing. Mirrored in reconstruct.sh's no-7z arm.","TC-092;TC-098;TC-099","Verified"
"LLR-051","SR-051;SR-006;SR-059","Reference-counted deletion at every pool-removal site","FileBackup.Engine","Save-SupersededData;Move-RemovedFilesToStaging","The two steps that remove bytes from the pool both ask the same question before removing anything: does any row of the FINAL manifest still claim this DataPath? Move-RemovedFilesToStaging has always counted references this way (B9); Save-SupersededData was retargeted at WP9 step 4 from a SOURCE-based approximation - which could not see a frozen row (SR-055/SR-057) or a row whose replacement copy failed, and moved out bytes those rows still claimed (D-1's family) - to the same final-manifest claim test. The migration site this LLR originally guarded (Sync-BackupStorageLayout) was deleted whole at WP9 step 3 (SR-061), so the invariant now lives entirely at these two sites.","TC-118;TC-135","Verified"
"LLR-052","SR-052;SR-023;SR-043","Cross-platform free-space preflight","FileBackup.Common;FileBackup.Engine;Reconstruct.ps1","Get-FreeSpaceBytes;Get-VolumeIdentity;Assert-BackupCapacity;Invoke-BackupSet","Get-FreeSpaceBytes (Common, so the restore kit stays self-contained) resolves a path's containing volume with System.IO.DriveInfo over the resolved full path and falls back to Get-PSDrive on a drive-qualified path, returning $null only when neither can answer - it never throws. Get-VolumeIdentity takes the identity from the MOUNT TABLE: [System.IO.DriveInfo]::GetDrives() enumerates real mounts on both platforms and the longest mount point prefixing the resolved path on a separator boundary is the answer, with DriveInfo::new as the fallback - on Unix that constructor is the identity function and echoed the path it was handed, so /backup and /backup/sub read as different volumes. Reconstruct.ps1:441-455 consumes it in place of Split-Path -Qualifier + Get-PSDrive, so the SR-023 check works for a rooted POSIX path. Assert-BackupCapacity (Engine) sums the run's additions per volume - new (hash,length) groups not already in the backup manifest at uncompressed Length, plus Sync's pending transformation bytes, plus staging bytes only when ChangePath resolves to a different volume than BackupPath - grouping the backup and change demands by Get-VolumeIdentity so demands on ONE volume are summed against that volume's free space (checking them separately passed two demands that each fit and together did not), and throws a classified precondition failure before any mutation. Invoke-BackupSet calls it after the diff (step 8) and before Save-SupersededData (step 11.5), checked at step 9.4, the last point at which nothing has been written; a refusal fails the set (entry-point status 1) with none of this run's content written and no staging folder orphaned (not a claim that the tree is byte-identical - nothing already stored is ever re-formed (SR-061), so there is no migration to size). No new configuration key (SR-042's schema is closed).","TC-100;TC-101","Verified"
"LLR-053","SR-053","Blank rows re-enter the diff; dedup adoption requires a non-blank DataPath","Modules/FileBackup.Engine.psm1","Compare-SourceToBackup;Invoke-BackupFileGroup","Compare-SourceToBackup adds a third NewOrChanged arm: metadata-equal but [string]::IsNullOrWhiteSpace($b.DataPath) (pure diff, unit-tested directly). Invoke-BackupFileGroup's $existingBackupWithHash candidate filter additionally requires a non-blank DataPath, so a (hash,length) group containing only blank rows falls through to the copy branch and every logical name (including the healed row) is pointed at the newly written file. Save-SupersededData is unaffected: a heal row has the same content as its blank predecessor, so the same-content guard skips staging.","TC-103","Implemented"
"LLR-054","SR-054;SR-046","Verify runs the pool audit; the blank-row form rail is kit-revision-gated","FileBackup.ps1;Modules/FileBackup.Engine.psm1","Invoke-VerifyAction;Test-PoolResolves","Invoke-VerifyAction appends Test-PoolResolves' Kind=broken-pool problems (mapped onto the six-field finding shape as Class=PoolUnresolvable) to the form-audit findings inside the same try, so path failures stay code 2 and findings drive code 1. Test-PoolResolves problem objects gain Folder/RelativePath/DataPath fields (additive). Its blank-row branch consults Get-BackupKitRevision per folder (cached): revision >= 2 skips the located-copy form comparison entirely (SR-050 - the kit decides from the file); below 2 the refusal remains and its message names the kit revision and the -Action Verify -RefreshKits remedy. Broken-pool problem objects carry BytesSurvive (checked on DISK against the content index, excluding the missing path itself); Invoke-VerifyAction maps BytesSurvive=true onto the honest Class=PoolDataPathMissing and only a genuinely byte-less row onto PoolUnresolvable (WP7 review R2), and Get-BackupCapacityDemand excludes blank-DataPath rows from its already-held set so heal copies are budgeted (WP7 review R1). The non-blank-DataPath form check is unchanged.","TC-104;TC-105","Implemented"
"LLR-055","SR-055","Portable-name guard in the source scan","Modules/FileBackup.Engine.psm1","Test-PortableRelativePath;Update-SourceManifest;Invoke-BackupSet","Test-PortableRelativePath classifies one relative path per component (separators: both slashes on Windows, / only elsewhere; the separator array is TYPED - an if-expression unrolls [char[]] to object[] and String.Split then never splits, a latent bug found and fixed at WP9 step 8b) and returns $null or a reason string, including the reserved-device-name stem predicate (CON/PRN/AUX/NUL/COM1-9/LPT1-9, any case, with or without extension). Update-SourceManifest takes an optional -UnportableOut list and skips a failing name BEFORE the open/hash attempt, recording {RelativePath, Reason}. Test-PortableRelativePath carries a -TreatAsPosix seam (defaulting to the real platform) so the Windows unit suite asserts the POSIX-only backslash arm. Invoke-BackupSet step 5.1 logs one ERROR per record, marks the set failed, and step 8 filters the skipped names out of RemovedFromSource so an existing row is frozen rather than evicted.","TC-106;TC-117","Implemented"
"LLR-056","SR-056","Restore verify-after-write and one-shot pool recovery","Reconstruct.ps1;bash/reconstruct.sh","Restore-OneRow;restore_one","After a successful expand/copy for a manifest row, the restored destination is hashed and (Length, xxH2Hash) compared against the row; on mismatch the destination is deleted, the existing (hash,length) pool recovery (Find-DataFileByHash / find_by_hash) is attempted exactly once as if the row had a blank DataPath, and the result is verified again. A single verify implementation and a single 'restore this row' implementation are called at most twice per row (Restore-OneRow / restore_one), keeping the restore loop readable. No new -ExcludePath parameter or exclusion state is needed: the pool locator hashes every candidate itself, so a wrong-bytes file cannot be returned as a match. A row that still fails to verify after the one recovery attempt is recorded as the content-class cause ContentMismatch and is not added to the host-cause set (SR-040/SR-056). Amended 2026-08-24 (review): locator-proven mismatch => WriteMismatch host-class, no second search; read-back failure => host-class, file kept (bash restore_one rc=22).","TC-108;TC-109;TC-110","Implemented"
"LLR-057","SR-057","Force hidden/dot capture across every enumeration site","Modules/FileBackup.Engine.psm1;Modules/FileBackup.Common.psm1;Reconstruct.ps1","Get-DataFile;Update-SourceManifest;Optimize-ChangeFolders;Get-PoolSnapshotFolder;Get-SnapshotPrunePlan;Invoke-PruneEntrySweep;Expand-FileWithSevenZip;Find-DataFileByHash","All nine Get-ChildItem call sites gain -Force, each with a one-line why comment: (1) Engine.psm1 Get-DataFile - the source/pool recursive walk, the D-4 headline, also fixes -Recurse skipping hidden directories entirely; (2) Engine.psm1 Update-SourceManifest external-cache branch - same, bypasses Get-DataFile; (3) Engine.psm1 Optimize-ChangeFolders -Directory scan - a hidden Snapshot_* folder was invisible to sanitization; (4) Engine.psm1 Get-PoolSnapshotFolder -Directory scan - the pool silently omitted a hidden snapshot; (5) Engine.psm1 Get-SnapshotPrunePlan PhysicalBytes accounting - hidden files were deleted but not counted, so the reclaim figure lied; (6) Engine.psm1 Invoke-PruneEntrySweep *.fbprune.tmp scan - hidden residue was never swept; (7) Common.psm1 Expand-FileWithSevenZip temp-dir pick - a hidden extracted payload returned $null and threw; (8) Reconstruct.ps1 Find-DataFileByHash pool scan - hash-addressed short names can begin with a dot, making a hidden pool file unrecoverable by hash; (9) Reconstruct.ps1 snapshot-folder enumeration for the search pool - a hidden snapshot folder dropped out of the pool. reparse-point/symlink traversal semantics are unchanged (D-4 non-goal, pinned by comment + test). bash/reconstruct.sh is a zero-line change (find never skipped dot-files); a comment at reconstruct.sh:298 pins that as intent, alongside find running without -L (link-immunity) as intent. A static Pester guard greps Modules/*.psm1, Reconstruct.ps1 and FileBackup.ps1 for Get-ChildItem occurrences lacking -Force and fails naming the file/line, modeled on tests/Unit/Coverage.Tests.ps1 (SR-057).","TC-113;TC-114","Implemented"
